DSH_target,charge_target,P_cond [MPa],P_eva [MPa],Q_cond [kW],Q_eva [kW],W_comp [kW],COP_H,COP_R,mtot [kg],mdot [kg/s],DSH [K],DSC [K]
1,0.384210526,2.855349257,1.218229676,9.192857177,7.740281229,2.325352834,3.953317123,3.328648072,0.03313013,0.03313013,1,-999999
10,0.147368421,2.305624786,1.355817763,2.88151346,1.810662505,1.070859718,2.69084121,1.690849393,0.034656467,0.034656467,10,-999999
9.526315789,0.147368421,2.301397515,1.374056262,2.803159417,1.750337535,1.052833159,2.662491576,1.662502288,0.035250694,0.035250694,9.526315789,-999999
9.052631579,0.147368421,2.296967593,1.39247884,2.720909267,1.686854901,1.034068043,2.631267146,1.631280372,0.035856214,0.035856214,9.052631579,-999999
8.578947368,0.147368421,2.292241255,1.411083872,2.63376976,1.619322569,1.014463714,2.596218794,1.596235082,0.036473276,0.036473276,8.578947368,-999999
8.105263158,0.147368421,2.287245973,1.429874037,2.542055175,1.548046364,0.994028592,2.557326012,1.557345912,0.037102274,0.037102274,8.105263158,-999999
7.631578947,0.147368421,2.281972228,1.4488507,2.445617497,1.472904321,0.972736831,2.514161506,1.514185824,0.03774358,0.03774358,7.631578947,-999999
7.157894737,0.147368421,2.276410406,1.468015412,2.344302714,1.39376996,0.950560835,2.46623112,1.466260662,0.038397582,0.038397582,7.157894737,-999999
6.684210526,0.147368421,2.270558183,1.487369972,2.237950176,1.310504332,0.927478487,2.412940253,1.412975449,0.039064691,0.039064691,6.684210526,-999999
6.210526316,0.147368421,2.264381599,1.506916491,2.126402259,1.22300469,0.903434167,2.353688113,1.353728623,0.039745342,0.039745342,6.210526316,-999999
5.736842105,0.147368421,2.257889607,1.52665753,2.009481382,1.131105244,0.87841612,2.287618973,1.287664489,0.04044003,0.04044003,5.736842105,-999999
5.263157895,0.147368421,2.25103125,1.546592706,1.88674294,1.034434059,0.852352653,2.213570797,1.21362215,0.0411492,0.0411492,5.263157895,-999999
4.789473684,0.147368421,2.243829124,1.566730374,1.758529152,0.933338669,0.825236925,2.130938519,1.130994797,0.041873558,0.041873558,4.789473684,-999999
4.315789474,0.147368421,2.236246881,1.587072793,1.624420338,0.827463185,0.797004633,2.038156708,1.03821628,0.042613664,0.042613664,4.315789474,-999999
3.842105263,0.147368421,2.228219972,1.607619636,1.483999764,0.716485555,0.76756052,1.933397725,0.933458061,0.043370021,0.043370021,3.842105263,-999999
3.368421053,0.147368421,2.219726069,1.628378163,1.337381345,0.6005787,0.736843822,1.815013311,0.815069193,0.0441434,0.0441434,3.368421053,-999999
2.894736842,0.147368421,2.210670616,1.649350052,1.184529252,0.479844494,0.704718232,1.680855126,0.680902625,0.044934497,0.044934497,2.894736842,-999999
2.421052632,0.147368421,2.200855817,1.670533935,1.025828315,0.354926431,0.670926635,1.528972412,0.529009303,0.04574395,0.04574395,2.421052632,-999999
1,0.1,,,,,,,,,,,
1,0.147368421,,,,,,,,,,,
1.473684211,0.1,,,,,,,,,,,
1.473684211,0.147368421,,,,,,,,,,,
1.947368421,0.1,,,,,,,,,,,
1.947368421,0.147368421,,,,,,,,,,,
2.421052632,0.1,,,,,,,,,,,
2.894736842,0.1,,,,,,,,,,,
3.368421053,0.1,,,,,,,,,,,
3.842105263,0.1,,,,,,,,,,,
4.315789474,0.1,,,,,,,,,,,
4.789473684,0.1,,,,,,,,,,,
5.263157895,0.1,,,,,,,,,,,
5.736842105,0.1,,,,,,,,,,,
6.210526316,0.1,,,,,,,,,,,
6.684210526,0.1,,,,,,,,,,,
7.157894737,0.1,,,,,,,,,,,
7.631578947,0.1,,,,,,,,,,,
8.105263158,0.1,,,,,,,,,,,
8.578947368,0.1,,,,,,,,,,,
9.052631579,0.1,,,,,,,,,,,
9.526315789,0.1,,,,,,,,,,,
10,0.1,,,,,,,,,,,
