DSH[K],charge[kg],P_cond,P_eva,Q_cond,Q_eva,W_comp,COP_H,COP_R,mtot,mdot,DSH,DSC
2.894736842105263,0.22631578947368422,2656736.5295987916,1355088.9401030946,6899.663864318262,5602.0025907175,1369.9417163791427,5.036465261131389,4.0892269530444025,0.2263157894487201,0.0364795350818139,2.894736842105263,0.0
2.894736842105263,0.24736842105263157,2707049.5074643977,1317403.848683768,7512.596635956894,6164.474781760441,1430.1382112788428,5.253056366656381,4.310404919709201,0.24736842096881706,0.035419642185455,2.894736842105263,0.0
2.894736842105263,0.26842105263157895,2745112.155377352,1289654.9836099125,7969.9590957802475,6586.47597965633,1472.738934778873,5.411657767421564,4.4722630902979885,0.2684210526295241,0.03464233398894363,2.894736842105263,0.0
2.894736842105263,0.2894736842105263,2774595.3488989123,1268642.614479897,8319.89932993404,6910.625911805636,1504.0499101943226,5.531664390617936,4.5946785841121365,0.28947368420148506,0.03405544310416419,2.894736842105263,0.0
2.894736842105263,0.31052631578947365,2797690.085260174,1252398.2838626474,8592.565665562817,7164.0190600754195,1527.6146223618537,5.624825489217826,4.689676935010669,0.3105263134031928,0.03360273972769187,2.894736842105263,0.0
2.894736842105263,0.3315789473684211,2816124.3034824263,1239632.2770633749,8808.258027281801,7364.907212807461,1545.8059549963814,5.698165412554916,4.764444844453133,0.33157894617867184,0.033247589943959474,2.894736842105263,0.0
2.894736842105263,0.3526315789473684,2831283.936957398,1230293.0540142166,8984.193664216755,7529.145365659013,1559.9893639401278,5.759137768430047,4.826408140785235,0.3526315757856451,0.03298811518701779,2.894736842105263,0.0
2.894736842105263,0.37368421052631584,2843321.3526922357,1222086.072013956,9123.539543371058,7659.33799560526,1571.3326364798254,5.806243268650009,4.874421760095352,0.37368421052743084,0.03276033403056874,2.894736842105263,5.684341886080802e-14
2.894736842105263,0.39473684210526316,2853362.0039441623,1215478.6174954253,9236.296818791083,7764.631903954518,1580.6150586298954,5.843482743228617,4.91241169794057,0.39473684210446847,0.03257710581881361,2.894736842105263,0.5260763196438347
2.894736842105263,0.4157894736842105,2863775.198489123,1210177.3750123614,9328.59086733524,7849.420205155013,1592.6664259527076,5.857215745447152,4.928477223634331,0.41578947137896494,0.03243020078661239,2.894736842105263,2.3731365242878155
